ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,age,remod_age
MSSC50,RL,60.0,10930,2,4,Bnk,4,Inside,3,NAmes,Artery,Norm,1Fam,1.5Fin,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,BLQ,580.0,Unf,0.0,333.0,913.0,GasA,3,1,FuseA,1048,510,0,1558,1.0,0.0,1,1,3,1,3,6,8,1,3,Attchd,1962.0,1,1.0,288.0,3,3,2,0,0,0,0,0,0,0,apr,eight,WD ,140000,63,58
MSSC20,RL,0.0,50102,2,3,Low,4,Inside,2,Timber,Norm,Norm,1Fam,1Story,6,5,1958,1958,Gable,Tar&Grv,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,3,BLQ,909.0,Unf,0.0,723.0,1632.0,GasA,3,1,SBrkr,1650,0,0,1650,1.0,0.0,1,0,2,1,3,6,8,2,4,Attchd,1958.0,1,2.0,518.0,3,3,2,0,0,0,0,138,0,0,mar,six,WD ,250764,48,48
MSSC60,RL,74.0,8899,2,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,5,3,PConc,4,3,2,GLQ,40.0,Unf,0.0,908.0,948.0,GasA,5,1,SBrkr,948,1140,0,2088,0.0,0.0,2,1,4,1,4,10,8,1,4,BuiltIn,2007.0,3,3.0,656.0,3,3,2,100,24,0,0,0,0,0,jun,eight,WD ,250000,1,1
MSSC60,RL,65.0,10237,2,4,Lvl,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,5,1,SBrkr,768,768,0,1536,0.0,0.0,2,1,3,1,4,6,8,1,4,Attchd,2005.0,3,2.0,400.0,3,3,2,100,38,0,0,0,0,0,jun,seven,WD ,176000,2,1
MSSC20,RL,80.0,9736,2,4,Lvl,4,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1969,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,289.0,3,3,CBlock,3,3,No,BLQ,668.0,Rec,138.0,525.0,1331.0,GasA,4,1,SBrkr,1721,0,0,1721,0.0,0.0,1,0,4,1,3,8,8,3,3,Attchd,1957.0,1,2.0,464.0,3,3,2,0,0,0,0,0,0,0,apr,seven,WD ,174850,50,38
MSSC160,RL,24.0,2364,2,4,Lvl,4,Inside,3,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,No,ALQ,320.0,Unf,0.0,484.0,804.0,GasA,3,1,SBrkr,804,744,0,1548,0.0,1.0,2,1,3,1,3,7,8,1,3,Detchd,1978.0,1,2.0,440.0,3,3,2,108,0,0,0,0,0,0,jul,nine,WD ,147000,31,31
MSSC120,RL,55.0,7892,2,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,No,Unf,0.0,Unf,0.0,918.0,918.0,GasA,3,1,SBrkr,918,0,0,918,0.0,0.0,2,0,2,1,3,5,8,1,3,Attchd,1979.0,1,1.0,264.0,3,3,2,28,0,0,0,0,0,0,apr,ten,WD ,99500,31,31
MSSC60,RL,95.0,12350,2,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,No,GLQ,986.0,Unf,0.0,379.0,1365.0,GasA,5,1,SBrkr,1365,1325,0,2690,1.0,0.0,2,1,3,1,5,8,8,1,4,Attchd,2009.0,2,3.0,864.0,3,3,2,0,197,0,0,0,0,0,jul,nine,New,398800,0,0
MSSC60,RL,62.0,7917,2,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0.0,Unf,0.0,953.0,953.0,GasA,5,1,SBrkr,953,694,0,1647,0.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,1999.0,2,2.0,460.0,3,3,2,0,40,0,0,0,0,0,aug,seven,WD ,175000,8,7
MSSC20,RL,60.0,7200,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,825.0,825.0,GasA,3,1,FuseA,825,0,0,825,0.0,1.0,1,0,2,1,3,4,8,0,0,Attchd,1954.0,1,1.0,350.0,3,3,2,0,0,0,0,0,0,0,jul,eight,WD ,109500,54,54
MSSC20,RL,0.0,12155,2,1,Lvl,4,Inside,3,NAmes,PosN,Norm,1Fam,1Story,6,3,1970,1970,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,No,LwQ,1237.0,Unf,0.0,420.0,1657.0,GasA,4,1,SBrkr,1657,0,0,1657,0.0,1.0,2,0,3,1,3,7,8,1,3,Attchd,1970.0,1,2.0,484.0,3,3,2,0,0,0,0,147,0,0,mar,seven,WD ,163500,37,37
MSSC30,RL,0.0,7446,2,4,Lvl,4,Corner,3,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,No,Rec,266.0,Unf,0.0,522.0,788.0,GasA,3,1,FuseA,788,0,0,788,0.0,0.0,1,0,2,1,3,4,8,2,3,none,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,apr,six,WD ,100000,65,56
MSSC60,RL,105.0,11025,2,4,HLS,4,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,692.0,4,3,PConc,5,3,3,GLQ,1118.0,Unf,0.0,216.0,1334.0,GasA,5,1,SBrkr,1520,1306,0,2826,1.0,0.0,2,1,3,1,4,9,8,3,3,Attchd,1992.0,2,3.0,888.0,3,3,2,177,208,186,0,0,0,0,oct,six,WD ,334000,14,13
MSSC20,RL,65.0,7832,2,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,GLQ,775.0,Unf,0.0,89.0,864.0,GasA,5,1,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1969.0,1,1.0,280.0,3,3,2,226,0,0,0,0,0,0,may,ten,WD ,137250,42,42
MSSC60,RL,134.0,19378,2,3,HLS,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,4,3,PConc,4,3,1,GLQ,57.0,Unf,0.0,1335.0,1392.0,GasA,5,1,SBrkr,1392,1070,0,2462,1.0,0.0,2,1,4,1,4,9,8,1,4,Attchd,2006.0,2,2.0,576.0,3,3,2,239,132,0,168,0,0,0,mar,six,New,320000,1,0
MSSC20,RL,0.0,9830,2,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3,3,No,ALQ,72.0,Rec,258.0,733.0,1063.0,GasA,5,1,SBrkr,1287,0,0,1287,1.0,0.0,1,0,3,1,4,7,8,1,4,Detchd,1997.0,3,2.0,576.0,3,3,2,364,17,0,0,182,0,0,mar,ten,WD ,162000,51,4
MSSC20,FV,0.0,4403,2,2,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,5,3,PConc,5,3,2,GLQ,578.0,Unf,0.0,892.0,1470.0,GasA,5,1,SBrkr,1478,0,0,1478,1.0,0.0,2,1,2,1,4,7,8,1,4,Attchd,2009.0,3,2.0,484.0,3,3,2,0,144,0,0,0,0,0,jun,ten,New,222000,1,1
MSSC60,RL,0.0,8174,2,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,494.0,Unf,0.0,204.0,698.0,GasA,5,1,SBrkr,698,644,0,1342,1.0,0.0,2,1,3,1,4,7,8,1,3,Attchd,2003.0,3,2.0,393.0,3,3,2,100,56,0,0,0,0,0,may,nine,WD ,178000,6,6
MSSC30,RM,60.0,7200,2,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1940,1992,Gable,CompShg,MetalSd,MetalSd,Stone,294.0,3,4,CBlock,3,3,No,BLQ,510.0,Unf,0.0,278.0,788.0,GasA,3,1,SBrkr,804,0,0,804,1.0,0.0,1,0,2,1,4,4,8,2,4,Attchd,1940.0,1,1.0,240.0,3,3,2,0,0,154,0,0,0,0,feb,ten,WD ,119000,70,18
MSSC60,RL,69.0,7590,2,4,Lvl,4,Inside,3,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,3,CBlock,3,3,No,ALQ,540.0,Unf,0.0,324.0,864.0,GasA,3,1,SBrkr,876,936,0,1812,0.0,0.0,2,0,4,1,3,8,8,1,3,Attchd,1962.0,2,1.0,264.0,3,3,2,0,168,0,0,0,0,0,jul,seven,WD ,169500,45,45
MSSC60,RL,0.0,8795,2,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,300.0,Unf,0.0,652.0,952.0,GasA,5,1,SBrkr,980,1276,0,2256,0.0,0.0,2,1,4,1,4,8,8,1,3,BuiltIn,2000.0,3,2.0,554.0,3,3,2,224,54,0,0,0,0,0,apr,nine,WD ,236000,9,9
MSSC120,RM,44.0,3843,2,3,HLS,4,Inside,2,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,5,3,PConc,5,3,3,GLQ,1476.0,Unf,0.0,120.0,1596.0,GasA,5,1,SBrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,5,5,8,1,4,Attchd,2007.0,3,2.0,525.0,3,3,2,162,53,0,153,0,0,0,aug,eight,New,294464,1,0
MSSC60,RL,85.0,11075,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,1,ALQ,500.0,LwQ,276.0,176.0,952.0,GasA,3,1,SBrkr,1092,1020,0,2112,0.0,0.0,2,1,4,1,3,9,8,2,4,Attchd,1969.0,1,2.0,576.0,3,3,2,280,0,0,0,0,0,0,jun,eight,WD ,206900,39,39
MSSC60,RL,76.0,10142,2,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,656.0,Unf,0.0,300.0,956.0,GasA,5,1,SBrkr,956,1128,0,2084,1.0,0.0,2,1,4,1,4,8,8,0,0,BuiltIn,2004.0,2,2.0,618.0,3,3,2,0,45,0,0,0,0,0,jan,ten,WD ,233000,6,6
MSSC30,RM,56.0,7741,2,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,6,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,No,BLQ,143.0,Rec,72.0,817.0,1032.0,GasA,4,0,FuseA,1032,0,0,1032,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1995.0,1,1.0,280.0,3,3,2,0,0,112,0,0,0,0,jun,six,COD,108000,82,56
MSSC60,RL,65.0,8139,2,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,119.0,3,3,PConc,4,3,No,ALQ,476.0,Unf,0.0,204.0,680.0,GasA,4,1,SBrkr,680,790,0,1470,0.0,0.0,2,1,3,1,3,7,8,1,3,BuiltIn,1995.0,3,2.0,420.0,3,3,2,192,49,0,0,0,0,0,oct,eight,WD ,165000,13,12
MSSC20,RL,45.0,8982,2,3,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,2,ALQ,539.0,Unf,0.0,501.0,1040.0,GasA,3,1,SBrkr,1040,0,0,1040,0.0,0.0,1,1,3,1,3,5,8,0,0,Detchd,1977.0,1,2.0,748.0,3,3,2,0,0,0,0,0,0,0,jan,seven,WD ,134900,30,30
MSSC45,RM,51.0,6120,2,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Unf,5,7,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,4,3,BrkTil,3,3,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,5,1,SBrkr,884,0,0,884,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1939.0,1,1.0,240.0,3,3,2,0,0,136,0,0,0,0,jul,seven,WD ,113000,68,57
MSSC20,RL,70.0,16561,2,2,Low,4,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,ALQ,549.0,Unf,0.0,548.0,1097.0,GasA,5,1,SBrkr,1097,0,0,1097,1.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1996.0,1,1.0,242.0,3,3,2,306,0,0,0,0,0,0,jul,seven,WD ,147900,11,11
MSSC30,RL,56.0,4060,2,4,Lvl,4,Corner,3,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,2,3,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,5,1,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,3,4,8,0,0,none,0.0,0,0.0,0.0,0,0,2,0,96,0,0,0,0,0,jul,nine,WD ,99900,87,59
MSSC160,RL,24.0,2308,2,4,Lvl,4,FR2,3,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,No,ALQ,286.0,LwQ,294.0,275.0,855.0,GasA,4,1,SBrkr,855,601,0,1456,0.0,0.0,2,1,4,1,3,7,8,0,0,Attchd,1975.0,2,2.0,460.0,3,3,2,0,0,0,0,0,0,0,may,eight,WD ,143000,33,33
MSSC50,RM,52.0,6240,2,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,3,1,SBrkr,816,0,360,1176,0.0,0.0,1,0,3,1,3,6,8,1,4,Detchd,1985.0,1,2.0,528.0,3,3,2,112,0,0,0,0,0,400,sep,six,WD ,114500,72,56
MSSC20,RL,0.0,8789,2,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,Rec,659.0,Unf,0.0,253.0,912.0,GasA,3,1,SBrkr,941,0,0,941,0.0,0.0,1,0,3,1,3,6,8,1,1,Attchd,1967.0,1,1.0,288.0,3,3,2,64,0,0,0,0,0,0,jun,six,WD ,129200,39,39
MSSC120,RM,64.0,5587,2,3,HLS,4,Inside,2,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,5,3,PConc,5,3,3,GLQ,1480.0,Unf,0.0,120.0,1600.0,GasA,5,1,SBrkr,1652,0,0,1652,1.0,1.0,2,0,2,1,4,5,8,1,4,Attchd,2008.0,3,2.0,482.0,3,3,2,162,53,0,153,0,0,0,nov,eight,New,392500,0,0
MSSC70,RL,66.0,9042,2,4,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,7,9,1941,2006,Gable,CompShg,CemntBd,CmentBd,None,0.0,5,4,Stone,3,4,No,GLQ,275.0,Unf,0.0,877.0,1152.0,GasA,5,1,SBrkr,1188,1152,0,2340,0.0,0.0,2,0,4,1,4,9,8,2,4,Attchd,1941.0,2,1.0,252.0,3,3,2,0,60,0,0,0,0,2500,may,ten,WD ,266500,69,4
MSSC80,RL,57.0,8923,2,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,189.0,Unf,0.0,195.0,384.0,GasA,4,1,SBrkr,751,631,0,1382,0.0,0.0,2,1,3,1,3,7,8,1,3,BuiltIn,1998.0,3,2.0,396.0,3,3,2,256,0,0,0,0,0,0,feb,nine,WD ,177500,11,11
MSSC20,RL,75.0,12518,2,3,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,182.0,3,3,CBlock,3,3,No,ALQ,532.0,Unf,0.0,476.0,1008.0,GasA,4,1,SBrkr,1008,0,0,1008,0.0,0.0,1,0,3,1,4,6,8,0,0,Attchd,1968.0,1,1.0,384.0,3,3,2,144,0,0,0,0,0,0,apr,nine,WD ,139500,41,41
MSSC60,RL,85.0,11069,2,4,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,5,1,SBrkr,608,788,0,1396,0.0,0.0,2,1,3,1,4,6,8,1,4,BuiltIn,2007.0,3,2.0,440.0,3,3,2,100,36,0,0,0,0,0,jul,nine,WD ,170000,2,2
MSSC60,RL,80.0,8800,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,2Story,6,7,1964,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,3,4,CBlock,3,3,No,ALQ,414.0,Unf,0.0,431.0,845.0,GasA,5,1,SBrkr,845,1309,0,2154,0.0,0.0,2,1,5,1,3,8,8,1,4,Attchd,1964.0,2,2.0,539.0,3,3,2,0,0,0,0,161,0,0,jul,seven,WD ,224500,43,10
MSSC60,RL,96.0,13262,2,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1082.0,1082.0,GasA,5,1,SBrkr,1105,1295,0,2400,0.0,0.0,3,1,4,1,4,10,8,1,4,BuiltIn,2003.0,3,3.0,730.0,3,3,2,114,40,0,0,0,0,0,jun,nine,WD ,290000,6,5
MSSC50,RM,0.0,7758,2,4,Lvl,4,Corner,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,3,2,PConc,3,3,No,LwQ,224.0,Unf,0.0,816.0,1040.0,GasA,5,1,FuseF,1226,592,0,1818,0.0,0.0,1,1,4,1,3,7,8,2,3,Detchd,1951.0,1,1.0,240.0,3,3,2,0,0,0,0,184,0,0,jun,seven,WD ,169500,76,57
MSSC20,RL,43.0,12118,2,3,Lvl,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,108.0,4,3,PConc,5,3,1,Unf,0.0,Unf,0.0,1710.0,1710.0,GasA,5,1,SBrkr,1710,0,0,1710,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2004.0,3,2.0,550.0,3,3,2,100,48,0,0,180,0,0,apr,nine,WD ,240000,5,4
MSSC20,RL,80.0,9600,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,4,CBlock,3,3,No,BLQ,368.0,Unf,0.0,710.0,1078.0,GasA,5,1,SBrkr,1150,0,0,1150,1.0,0.0,1,0,2,1,3,6,8,0,0,Attchd,1955.0,3,1.0,288.0,3,3,2,0,0,0,0,175,0,0,oct,seven,WD ,144000,52,52
MSSC60,RL,100.0,9500,2,4,Lvl,4,Corner,3,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,3,3,CBlock,3,3,No,Rec,442.0,Unf,0.0,374.0,816.0,GasA,3,1,SBrkr,1127,850,0,1977,0.0,1.0,1,1,4,1,3,9,8,1,3,Attchd,1964.0,2,2.0,540.0,3,3,2,0,52,0,0,0,0,0,jun,seven,WD ,165000,43,29
MSSC120,RL,50.0,7175,2,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,4,3,PConc,4,3,No,Unf,0.0,Unf,0.0,1332.0,1332.0,GasA,4,1,SBrkr,1332,0,0,1332,0.0,0.0,2,0,2,1,4,5,8,0,0,Attchd,1990.0,2,2.0,542.0,3,3,2,0,60,0,0,0,0,0,feb,nine,WD ,145000,19,18
MSSC20,RL,0.0,11200,2,3,Lvl,4,CulDSac,3,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,1,Unf,0.0,Unf,0.0,1250.0,1250.0,GasA,5,1,SBrkr,1298,0,0,1298,0.0,0.0,2,0,3,1,3,5,8,0,0,Detchd,1964.0,1,2.0,504.0,3,2,0,0,144,0,0,0,0,0,jun,ten,COD,114000,46,46
MSSC20,RL,110.0,14226,2,4,Lvl,4,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,4,3,PConc,4,3,2,Unf,0.0,Unf,0.0,1935.0,1935.0,GasA,4,1,SBrkr,1973,0,0,1973,0.0,0.0,2,0,3,1,4,9,8,1,4,Attchd,2006.0,3,3.0,895.0,3,3,2,315,45,0,0,0,0,0,jul,seven,New,395000,1,1
MSSC160,RM,24.0,2760,2,4,Lvl,4,Inside,3,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,3,3,CBlock,3,3,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,3,1,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,8,0,0,Detchd,1973.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,dec,six,WD ,105500,33,33
MSSC60,RL,85.0,11050,2,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,615.0,Unf,0.0,434.0,1049.0,GasA,5,1,SBrkr,1036,880,0,1916,1.0,0.0,2,1,3,1,4,8,8,1,3,Attchd,1998.0,1,3.0,741.0,3,3,2,0,70,0,0,0,0,0,may,ten,WD ,254900,12,11
MSSC20,RL,60.0,7200,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,3,1950,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,No,LwQ,432.0,Unf,0.0,432.0,864.0,GasA,2,1,FuseA,1238,0,0,1238,0.0,0.0,1,1,3,1,3,6,6,1,3,Attchd,1950.0,1,1.0,357.0,3,3,2,0,171,0,0,0,0,0,nov,seven,WD ,102000,57,57
MSSC60,RL,79.0,12420,2,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,666.0,Unf,0.0,278.0,944.0,GasA,5,1,SBrkr,944,896,0,1840,1.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,2001.0,2,2.0,622.0,3,3,2,0,45,0,0,0,0,0,jun,nine,WD ,230000,8,8
MSSC70,RM,51.0,6120,2,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,Unf,0.0,Unf,0.0,939.0,939.0,GasA,5,1,SBrkr,939,574,0,1513,0.0,0.0,1,1,4,1,3,8,8,0,0,Detchd,1933.0,1,1.0,180.0,2,2,0,24,0,150,0,0,0,0,may,seven,WD ,137500,87,3
MSSC30,RL,55.0,7111,2,3,Bnk,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,4,BrkTil,3,3,No,LwQ,406.0,BLQ,273.0,329.0,1008.0,GasA,3,1,SBrkr,1143,0,0,1143,0.0,0.0,1,0,2,1,3,5,8,1,1,Detchd,1992.0,1,1.0,288.0,3,3,2,265,0,0,0,0,0,0,jul,eight,WD ,138000,80,25
MSSC80,RL,66.0,19255,2,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,4,3,CBlock,4,3,2,Rec,70.0,GLQ,450.0,0.0,520.0,GasA,4,1,SBrkr,1338,0,0,1338,0.0,0.0,1,1,2,1,4,5,6,1,1,Attchd,1983.0,1,2.0,576.0,3,3,2,0,0,0,0,0,0,600,sep,nine,WD ,156500,26,26
MSSC20,RL,70.0,8120,2,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,ALQ,191.0,Unf,0.0,673.0,864.0,GasA,5,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1994.0,1,2.0,463.0,3,3,2,0,0,0,0,0,0,0,jul,nine,WD ,124500,39,39
